Wavel.,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G2,G3,G4,G5,G6,G7,G8,G9
338,300,260,270,275,244,281,249,252,270,275,1762,1895,1840,1903,1865,1819,1838,1896,1893,1996,2156,2372,2571,3711,6088,9131,10467,10373,11124,10573,11554,12030,12202,12565,6654,6991,6512,6321,6267,6220,6379,7137,8413,9004,9679,10012,7618,10383,9725,9940,9902,9935,10321,11069,11375,11825,12119,12044
339,285,255,261,260,239,272,238,235,266,270,1713,1763,1778,1832,1782,1744,1749,1816,1829,1958,2101,2295,2498,3635,5948,8887,10499,10323,10833,10564,11402,11771,12073,12320,6555,6783,6317,6152,6050,6066,6241,6934,8218,8947,9647,9888,7618,10486,9469,9646,9762,9788,10372,10542,11116,11677,11920,11989
340,255,234,235,232,216,245,226,213,239,246,1613,1668,1687,1743,1702,1657,1654,1716,1771,1861,2036,2189,2389,3599,5907,8801,10383,10240,10869,10660,11373,11800,12094,12326,6321,6565,6031,5907,5921,5910,6035,6910,8209,8830,9468,9856,7609,10348,9528,9655,9840,9851,10236,10534,11020,11692,12067,11895
341,244,219,234,228,202,230,207,208,231,224,1552,1634,1588,1677,1647,1575,1570,1609,1660,1759,1941,2116,2280,3515,5810,8753,10399,10263,10930,10662,11388,11852,11980,12440,6061,6310,5860,5837,5707,5695,5871,6821,8076,8797,9463,9764,7546,10384,9528,9559,9800,9863,10168,10590,11228,11732,11834,11946
342,224,212,211,207,185,214,197,193,208,217,1476,1535,1523,1585,1593,1525,1528,1570,1609,1709,1848,2027,2251,3460,5776,8677,10187,10137,10687,10414,11328,11715,11779,12419,5916,6174,5704,5585,5542,5493,5765,6696,7956,8737,9276,9700,7537,10306,9612,9618,9547,9607,10119,10391,10688,11414,11727,11767
343,207,193,194,199,186,195,181,178,192,202,1423,1463,1473,1510,1502,1436,1452,1495,1542,1643,1778,1942,2200,3340,5634,8617,10114,10109,10702,10332,10974,11685,11712,12149,5652,5941,5446,5426,5339,5427,5602,6554,7866,8540,9264,9513,7431,10150,9436,9423,9491,9578,9948,10356,10852,11375,11614,11291
344,196,179,181,181,174,190,171,168,189,191,1333,1409,1409,1423,1439,1411,1395,1436,1469,1558,1713,1885,2130,3291,5582,8574,9949,9971,10527,10267,11138,11547,11586,12192,5553,5702,5317,5313,5150,5248,5518,6352,7675,8408,9170,9450,7299,10000,9330,9358,9342,9471,9911,10072,10754,11248,11407,11059
345,191,174,170,166,156,177,165,156,170,180,1300,1347,1324,1371,1388,1347,1314,1393,1407,1502,1622,1819,2092,3185,5538,8437,9961,9778,10421,10123,11033,11458,11589,11903,5270,5492,5102,5084,5008,5034,5364,6254,7580,8282,9135,9390,7139,9886,9248,9266,9300,9294,9654,10371,10815,11145,11388,11050
346,170,154,158,165,148,163,148,145,152,164,1227,1289,1261,1309,1292,1268,1281,1315,1348,1439,1593,1744,2005,3142,5490,8229,9780,9741,10142,9923,10768,11234,11169,11797,5179,5344,4987,4899,4786,4937,5288,6068,7565,8168,8825,9227,7072,9776,9047,9127,9379,9180,9726,10003,10602,11024,11413,10876
347,162,148,149,146,134,150,142,134,155,155,1184,1224,1220,1261,1237,1205,1236,1277,1279,1409,1542,1718,1928,3066,5342,8170,9621,9558,10244,9848,10709,11062,11325,11616,4959,5188,4752,4748,4638,4776,5125,5980,7410,8083,8764,9160,6990,9677,8955,9115,8998,9100,9569,9774,10577,10916,11147,10803
348,150,135,141,137,135,142,130,125,143,145,1106,1188,1179,1235,1213,1159,1191,1198,1252,1346,1473,1664,1916,2988,5199,8018,9536,9575,9989,9713,10525,11032,10956,11523,4810,4946,4644,4617,4500,4687,4944,5870,7152,7885,8548,8994,6894,9415,8770,8831,8909,8997,9335,9838,10239,10720,11013,10674
349,148,126,133,131,124,142,124,122,136,133,1076,1116,1110,1171,1157,1140,1128,1168,1198,1295,1421,1619,1829,2905,5083,7921,9336,9224,9707,9536,10397,10773,10862,11337,4678,4758,4539,4493,4380,4467,4793,5737,7103,7742,8443,8746,6795,9289,8600,8695,8688,8776,9211,9557,10094,10378,10771,10264
350,131,121,121,124,114,124,117,111,120,127,1030,1072,1088,1110,1108,1051,1099,1127,1160,1228,1354,1552,1772,2854,4953,7844,9131,9202,9666,9412,10149,10562,10787,11244,4421,4612,4306,4273,4254,4374,4734,5485,6841,7534,8335,8593,6547,9131,8513,8570,8602,8548,9022,9406,10043,10357,10513,10316
351,122,110,114,116,101,117,107,98,116,113,994,1021,998,1051,1071,1028,1029,1063,1111,1205,1320,1488,1713,2824,4924,7655,8998,9001,9585,9314,9972,10458,10464,10974,4275,4447,4136,4169,4071,4225,4592,5481,6818,7649,8162,8525,6572,8935,8368,8478,8487,8563,8931,9223,9772,10137,10438,10095
352,119,105,104,102,97,109,99,99,108,112,947,980,963,1017,993,989,997,1013,1057,1136,1276,1436,1675,2730,4840,7432,8930,8752,9437,9104,9794,10324,10322,10674,4157,4286,3995,4015,3927,4060,4432,5328,6579,7399,7917,8320,6440,8796,8252,8219,8296,8401,8700,9044,9727,9946,10101,10014
353,109,98,98,98,94,103,99,91,100,102,907,940,937,978,970,943,958,989,1019,1111,1230,1397,1606,2652,4711,7284,8615,8711,9140,8924,9641,9956,10132,10513,3985,4179,3877,3842,3808,3937,4298,5223,6461,7154,7782,8138,6225,8555,8002,8103,8051,8230,8491,8521,9354,9703,10046,9856
354,103,96,94,91,87,96,89,85,91,94,861,883,895,941,944,892,906,950,988,1066,1180,1352,1571,2575,4547,7270,8534,8457,8983,8679,9347,9845,10022,10328,3791,3976,3713,3724,3659,3838,4093,4982,6276,6959,7654,7900,6100,8493,7895,7973,7955,8045,8305,8584,9297,9578,9792,9636
355,94,84,84,86,77,92,79,80,85,86,811,852,843,899,884,862,883,895,932,1024,1152,1310,1521,2503,4462,7052,8254,8362,8659,8503,9196,9670,9705,10027,3656,3830,3607,3546,3510,3686,4020,4882,6078,6852,7525,7768,5980,8227,7640,7751,7782,7837,8144,8308,9099,9329,9591,9397
356,89,83,78,79,77,85,78,77,81,82,792,817,817,848,836,829,836,877,896,969,1096,1259,1462,2457,4298,6841,8107,8150,8539,8395,8951,9345,9483,9833,3517,3666,3426,3455,3402,3520,3858,4763,5975,6680,7432,7687,5938,8083,7475,7619,7465,7593,7988,8223,8917,9097,9428,9195
357,79,78,75,73,71,81,73,68,74,77,747,775,775,816,808,786,796,835,852,952,1056,1208,1406,2388,4270,6760,7905,7950,8369,8153,8669,9125,9191,9497,3329,3507,3288,3275,3266,3414,3817,4619,5821,6568,7204,7403,5683,7917,7282,7481,7387,7319,7860,8267,8616,8812,9100,8877
358,77,72,73,67,66,71,69,66,71,76,702,746,743,782,773,751,768,792,819,918,1020,1158,1374,2301,4138,6520,7614,7661,8225,7985,8549,8936,9037,9403,3235,3394,3161,3184,3139,3298,3672,4430,5681,6359,6932,7238,5565,7645,7155,7186,7094,7209,7638,7836,8288,8762,8819,8727
359,67,69,66,64,59,64,63,63,70,68,683,713,707,746,728,719,724,761,778,876,981,1118,1315,2240,4053,6294,7547,7452,7973,7807,8302,8616,8732,9090,3110,3223,3036,3024,3012,3166,3468,4323,5506,6174,6711,7074,5438,7505,6854,7000,7046,7102,7334,7988,8253,8517,8744,8466
360,65,59,62,60,57,70,60,57,65,63,642,674,678,730,705,690,687,731,760,835,924,1086,1282,2125,3882,6041,7278,7323,7707,7486,8138,8380,8530,8898,2988,3098,2880,2896,2890,3031,3379,4127,5351,6086,6554,6815,5249,7231,6766,6840,6801,6826,7194,7511,7874,8277,8412,8190
361,61,56,59,57,55,58,57,53,60,59,620,658,655,689,676,666,682,708,730,798,912,1033,1210,2080,3798,5995,7086,7122,7606,7251,7897,8280,8364,8645,2856,2985,2815,2829,2802,2937,3236,4106,5201,5809,6309,6657,5105,7097,6629,6627,6634,6721,7013,7473,7810,8004,8218,7922
362,58,55,56,54,54,57,50,51,58,55,602,604,629,645,642,647,648,663,705,761,867,1011,1181,2028,3666,5775,6916,6872,7210,7147,7607,7907,7970,8364,2733,2845,2658,2661,2649,2809,3169,3891,4969,5631,6201,6372,4979,6915,6347,6460,6419,6392,6755,7004,7496,7706,7932,7796
363,52,48,53,51,45,50,48,47,47,49,565,589,600,618,622,600,628,628,660,730,834,964,1148,1944,3548,5680,6752,6720,7171,6930,7477,7736,7766,8237,2585,2714,2554,2570,2575,2695,3075,3799,4841,5475,5956,6299,4850,6673,6143,6303,6318,6193,6651,6732,7297,7477,7627,7480
364,51,48,48,46,44,49,44,46,46,50,547,569,562,611,602,580,600,619,649,722,797,924,1101,1919,3422,5503,6520,6479,6832,6717,7204,7545,7627,7871,2481,2622,2477,2458,2478,2597,2925,3650,4714,5335,5906,6102,4673,6389,6005,6110,6058,6117,6382,6825,7133,7406,7485,7296
365,48,45,44,45,46,45,39,43,44,49,508,540,547,586,567,554,570,581,607,685,765,892,1081,1829,3364,5309,6254,6295,6679,6528,6997,7271,7412,7487,2365,2502,2316,2343,2347,2506,2823,3563,4571,5107,5609,5865,4571,6291,5747,5892,5826,5971,6189,6555,6862,7025,7238,6952
366,44,42,43,43,41,46,39,39,43,43,489,509,518,541,537,533,548,568,592,656,744,860,1024,1774,3241,5106,6107,6073,6446,6231,6775,7117,7097,7510,2265,2359,2216,2264,2244,2381,2697,3423,4405,4937,5473,5699,4402,6091,5537,5698,5621,5617,5975,6402,6633,6860,7009,6874
367,41,41,40,38,35,40,38,36,40,42,476,495,494,532,524,502,521,547,576,633,704,831,994,1703,3143,4984,5994,5862,6239,6058,6569,6864,6905,7275,2168,2276,2175,2164,2139,2295,2601,3316,4179,4802,5243,5459,4233,5801,5420,5504,5574,5535,5830,6201,6466,6642,6778,6581
368,37,37,39,38,34,41,37,34,36,38,436,467,470,500,489,487,493,518,542,602,685,798,960,1645,3001,4796,5753,5654,6022,5882,6430,6603,6628,6949,2060,2152,2016,2054,2027,2195,2512,3171,4099,4628,5117,5298,4111,5643,5293,5311,5295,5408,5652,5732,6230,6457,6557,6332
369,35,36,35,34,32,35,34,32,34,35,431,454,449,476,468,468,472,495,519,582,663,767,924,1597,2909,4672,5484,5520,5872,5672,6138,6430,6498,6682,1974,2080,1946,1967,1973,2125,2415,3000,3973,4491,4905,5169,3996,5503,5106,5138,5141,5191,5421,5677,6129,6239,6320,6162
370,32,33,33,33,31,35,33,31,35,33,420,430,428,461,456,450,451,494,502,555,649,737,883,1548,2872,4525,5341,5346,5634,5554,5872,6135,6255,6512,1900,1955,1872,1906,1870,2039,2347,2975,3826,4337,4797,4986,3903,5384,4897,4968,5028,5031,5208,5503,5871,6062,6142,5901
371,34,32,32,29,29,33,31,29,31,32,389,412,403,442,436,431,443,460,479,543,616,715,861,1476,2722,4311,5138,5162,5532,5294,5700,5977,6009,6263,1780,1918,1791,1813,1816,1940,2254,2853,3720,4209,4571,4845,3750,5150,4792,4762,4819,4783,5123,5335,5687,5852,5961,5715
372,30,32,29,29,29,32,30,29,29,30,375,401,403,423,414,413,428,438,460,517,587,693,833,1445,2652,4222,5071,4996,5306,5185,5570,5779,5834,6138,1728,1813,1728,1732,1739,1873,2127,2761,3570,4104,4438,4695,3649,4961,4606,4715,4721,4694,4944,5129,5413,5680,5800,5612
